block_id,address,round_id,project_hash,votes,cost,datetime
1014406,5FUZqF1VCUdNpGkmy8SGw9S6fzDeWfz5VjbB8JE6B4K6safQ,2,0x134209cfda9b0f2381320491134209cfda9b0f238132134209cfda9b0f238132,1,0,2021-12-15T12:53:30+00:00
1013608,5E2bVZqJqjSWTAdKNDkidgh9dAkmbMaXrnPmK4c1gJuDdySz,2,0x134209cfda9b0f2381320491134209cfda9b0f238132134209cfda9b0f238132,2,3.0,2021-12-15T11:33:42+00:00
1011127,5HdWRM27wa2ayMfSx2qW2eXCLpSE6XoSxQtEoaUuNV5ZaU1G,2,0x134209cfda9b0f2381320491134209cfda9b0f238132134209cfda9b0f238132,3,6.0,2021-12-15T07:25:36+00:00
1008405,5CGPNBiQ2gLHG33jLFf1EFn8E5Nhi8sBB85DQJJB7yY7EZTH,2,0x134209cfda9b0f2381320491134209cfda9b0f238132134209cfda9b0f238132,1,0,2021-12-15T02:53:24+00:00
1008314,5CGPNBiQ2gLHG33jLFf1EFn8E5Nhi8sBB85DQJJB7yY7EZTH,2,0x134209cfda9b0f2381320491134209cfda9b0f238132134209cfda9b0f238132,1,1.0,2021-12-15T02:44:18+00:00
996982,5D32T1iqhHxVb1TrciELvHExRFu5QTtchrHk1xCMNENdLB6W,2,0x134209cfda9b0f2381320491134209cfda9b0f238132134209cfda9b0f238132,5,15.0,2021-12-14T07:51:06+00:00
996168,5HBsD61tygo4jiNQ2YjLXGtv8tGbS2pBfWkNpMJjE7GzhCbg,2,0x134209cfda9b0f2381320491134209cfda9b0f238132134209cfda9b0f238132,5,15.0,2021-12-14T06:29:42+00:00
988340,5CkCjagYRCuKt5cgqeRVvMcVjQB3uAFfjJbtCQDvf7s5uA2x,2,0x134209cfda9b0f2381320491134209cfda9b0f238132134209cfda9b0f238132,10,55.0,2021-12-13T17:26:54+00:00
