block_id,address,round_id,project_hash,votes,cost,datetime
943746,5Gxp6BBmGQXXz7UwdTH7jdDaHhD1ZsKVpkAzFPSvobmJgGfT,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,5,15.0,2021-12-10T15:07:30+00:00
930170,5DtockvZMA7jFiCT4x2BkADfzz9cwP6fzHvAweQy5eZveXy7,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,22,253.0,2021-12-09T16:29:54+00:00
930086,5FTzP6QxeBR8HpbcUdPmFuMpWkQXGf7e6EQ9bbu56mtgvFv2,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,5,15.0,2021-12-09T16:21:30+00:00
922325,5D4sHfv9bM9KtZkhumcVuyV1UpagpKyqo9ZpEcZTpqbhTLY5,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,2,0,2021-12-09T03:25:24+00:00
922311,5D4sHfv9bM9KtZkhumcVuyV1UpagpKyqo9ZpEcZTpqbhTLY5,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,3,0,2021-12-09T03:24:00+00:00
922298,5D4sHfv9bM9KtZkhumcVuyV1UpagpKyqo9ZpEcZTpqbhTLY5,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,6,0,2021-12-09T03:22:42+00:00
850391,5C4pWwihNiFtFzbwrJbAmRk44ApouPheSRtgrf3q4SgXBDUz,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,3,27.0,2021-12-04T03:26:00+00:00
850357,5C4pWwihNiFtFzbwrJbAmRk44ApouPheSRtgrf3q4SgXBDUz,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,7,0,2021-12-04T03:22:36+00:00
815371,5D4sHfv9bM9KtZkhumcVuyV1UpagpKyqo9ZpEcZTpqbhTLY5,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,8,0,2021-12-01T17:04:00+00:00
794561,5Fptroh9cPLa4CFtqFBygKiTUiN49FaWWxSA8Ma8nQsScfju,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,10,55.0,2021-11-30T06:22:24+00:00
794445,5DjnBqv5wWQuYeyrqanCrCiSMFbPuqUBvffNEUAfNsFGH6eF,2,0x257706b3e4e7c80b58d006a0257706b3e4e7c80b58d0257706b3e4e7c80b58d0,1,1.0,2021-11-30T06:10:48+00:00
