block_id,address,round_id,project_hash,votes,cost,datetime
1012560,5CB7xqQvTnHhiFhvgLgAosWYi8sTrQM2P7iXETzRkj2NXgj8,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T09:48:54+00:00
1012512,5DRpmNVfgMj6TjgT2JnELLiTU1fwya3idVrskBKVxPDGqNUd,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T09:44:06+00:00
1012280,5D1rQxqouM6DJg1idg7JkyMCu21xdT7xg8u236TSSVQtZ17z,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T09:20:54+00:00
1011910,5CXxJNz4Afg9apoKQ6uMKaC94exJBemciWrFXBpkYabJuG6z,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T08:43:54+00:00
1011789,5F78c2YBmA3cwomdDmCnovwT52uEXkiaGJfh6KkXH3ghm2h8,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T08:31:48+00:00
1011785,5FADmFf6QinANUuEiKquZ1qnrg1aJBg9jnRXF6PDMN9x4LPL,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T08:31:24+00:00
1011578,5Eq4pHs4hAPmGTpqYW6k1Md2fPFGQroqqAknJKYG6FWwPvbh,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T08:10:42+00:00
1011564,5Ft1z5JDxVnqSshLyKNoCT3wqJChFzmDKpzMS1fxwd3UDB4d,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T08:09:18+00:00
1011323,5EEqJqWVH6KQ9ofw9A4WccksgDv8VbcN9uTf9Zi6qZnozC5z,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T07:45:12+00:00
1011275,5FBpiwMpH5Y7hvLzMib28go6rXtCVtmyXB5NzZ3PfkxHFM6Q,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T07:40:24+00:00
1011038,5DJKvDZJ9nJ8Ciz9qoNdGGj2anuiAr1NW4kMA8o7wJq7BDPS,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T07:16:42+00:00
1010752,5Ct3fE5kfRFsAmuGGKMEo7GDrhtKz6P2bTe3TEtLYqNz4RKz,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T06:48:06+00:00
1010683,5Gzas3CN1Xh9gtLoKXiP5YhBBPzzC7XTxq3gT9cpsAKBqZYQ,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T06:41:12+00:00
1009915,5FTiE8wrXF5QiTGWytJ8VJXHNTthjCRSfZ1grPdvgTnDpA8H,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T05:24:24+00:00
1009860,5D7boU3KzUzxzDgZo7TLzedYmeEgB5p8nHwBcTL4g24wozUZ,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T05:18:54+00:00
1009695,5GbcF2jYM6hNtVErnLqKcXB77Tg4GBKSGcYKSveVKfjtyueQ,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T05:02:24+00:00
1009676,5FpPo292ZbsVfVaNHo6FgRvhbxbnNjHtPUwecPEyeVBFAjK6,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T05:00:30+00:00
1009573,5GuhhV8TRhFsAvPPqafD1hgCLioVwnp28X3QStQQk3vcTxWp,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T04:50:12+00:00
1009449,5HESiFHa3VeL9bBCWr398ag6vsbfoNoDfKxjr94r6iqGE1fJ,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T04:37:48+00:00
1008938,5G4aXLYANRvCHQKG2WFZ4AZQYvZuF1Bo1r7fmrxX7CTNaiBK,2,0x5aba954ef4a8d9f1d56706215aba954ef4a8d9f1d5675aba954ef4a8d9f1d567,1,1.0,2021-12-15T03:46:42+00:00
